E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,case,corner,NPU_LS,NPD_LS,NPD_HS,DT,CLKEN,VNEG
7.476588057970126e-06,6.509363833179474e-07,8.045764328021485e-07,123.402144,23.402144000000007,8.127524441288074e-06,8.932100874090223e-06,123.402144,23.402144000000007,4.107500000000007e-08,57.912082111101945,-1.7099073999999987,-1.7099073999999987,-1.88343459,3.3899073999999985,0,VTH_hi,100V_10A_25C,1,2,8,15n,1,-2
5.816525278173483e-06,1.0454285025586272e-06,7.611258610062512e-07,118.521782,18.521782,6.86195378073211e-06,7.623079641738361e-06,118.521782,18.521782,4.3571000000000146e-08,66.21339743817921,0.9570499000000012,0.9570499000000012,0.135047313,0.7229500999999987,0,VTH_hi,100V_10A_25C,1,2,8,25n,0,0
7.245927606597555e-06,7.032221806652384e-07,1.5111909094727378e-06,119.649707,19.649707000000006,7.949149787262795e-06,9.460340696735532e-06,119.649707,19.649707000000006,2.7607380000000045e-08,57.51919237565817,-1.2994654000000025,-1.2994654000000025,-1.89573636,2.9794654000000023,0,VTH_hi,100V_10A_25C,1,2,8,25n,0,-2
5.993428103164363e-06,6.361679407954402e-07,7.058419310861945e-07,123.97453,23.97453,6.629596043959804e-06,7.3354379750459984e-06,123.97453,23.97453,4.236740999999995e-08,62.01336379886591,0.37655520000001275,0.37655520000001275,0.0447689873,1.3034447999999872,0,VTH_hi,100V_10A_25C,1,2,8,25n,1,0
7.494096511398935e-06,6.528366155029421e-07,1.5059110918670957e-06,123.402144,23.402144000000007,8.146933126901877e-06,9.652844218768973e-06,123.402144,23.402144000000007,2.7556910000000137e-08,57.44732799984707,-1.7082248,-1.7082248,-1.95390826,3.3882247999999997,0,VTH_hi,100V_10A_25C,1,2,8,25n,1,-2
5.810152938949842e-06,1.045269452055828e-06,1.231340335100408e-06,118.521782,18.521782,6.855422391005669e-06,8.086762726106076e-06,118.521782,18.521782,4.3304699999999974e-08,65.64464391379954,0.9569799000000074,0.9569799000000074,0.0759426648,0.7230200999999925,0,VTH_hi,100V_10A_25C,1,2,8,35n,0,0
7.241985168203154e-06,7.05121386853697e-07,2.540127889986328e-06,119.649707,19.649707000000006,7.94710655505685e-06,1.0487234445043179e-05,119.649707,19.649707000000006,3.559081000000004e-08,57.03019884060089,-1.2994979000000058,-1.2994979000000058,-1.94375707,2.9794979000000055,0,VTH_hi,100V_10A_25C,1,2,8,35n,0,-2
5.993084528447612e-06,6.377896616851929e-07,1.2852681825048674e-06,123.97453,23.97453,6.630874190132805e-06,7.916142372637673e-06,123.97453,23.97453,4.250578000000002e-08,61.55598596176026,0.3786625999999984,0.3786625999999984,0.0247091537,1.3013374000000015,0,VTH_hi,100V_10A_25C,1,2,8,35n,1,0
7.4896286166495505e-06,6.545490551948072e-07,2.5343908906290393e-06,123.402144,23.402144000000007,8.144177671844358e-06,1.0678568562473396e-05,123.402144,23.402144000000007,3.585454e-08,56.97498131490603,-1.7083157,-1.7083157,-1.97834786,3.3883156999999997,0,VTH_hi,100V_10A_25C,1,2,8,35n,1,-2
1.2782831001161452e-05,6.298019785917079e-07,5.757669187802893e-07,104.039424,4.039423999999997,1.341263297975316e-05,1.3988399898533449e-05,122.149523,22.149523000000002,4.596877000000007e-08,41.12074359837375,3.5931712000000005,3.5931712000000005,0.308989628,-1.9131712000000005,1,VTH_hi,100V_10A_25C,1,8,1,5n,0,0
6.322994206774893e-06,6.119484245970038e-07,5.386325095245778e-07,122.873034,22.873034000000004,6.934942631371896e-06,7.473575140896474e-06,123.723849,23.723849,4.201557000000013e-08,34.3970010582148,2.5180989999999923,2.5180989999999923,-1.7230974,-0.8380989999999924,1,VTH_hi,100V_10A_25C,1,8,1,5n,0,-2
5.733488766857733e-06,6.305022548541424e-07,5.823122599014185e-07,104.035457,4.035456999999994,6.363991021711875e-06,6.946303281613294e-06,121.967048,21.967048000000005,4.597500000000001e-08,41.108502838137504,1.2998039999999946,1.2998039999999946,0.155625392,0.3801960000000053,0,VTH_hi,100V_10A_25C,1,8,1,5n,1,0
7.179737656549954e-06,6.122534365683608e-07,5.523333631981428e-07,122.658565,22.658564999999996,7.791991093118314e-06,8.344324456316457e-06,123.450216,23.450215999999998,4.212500000000004e-08,34.42704234089705,-0.41739199999999244,-0.41739199999999244,-1.85693495,2.097391999999992,0,VTH_hi,100V_10A_25C,1,8,1,5n,1,-2
5.720463477882726e-06,6.279100543351049e-07,5.669048902148391e-07,122.951847,22.951847,6.348373532217831e-06,6.91527842243267e-06,122.951847,22.951847,4.600579000000011e-08,42.524654945944,1.7429538999999892,1.7429538999999892,0.167949084,-0.06295389999998924,1,VTH_hi,100V_10A_25C,1,8,4,15n,0,0
7.023113041394409e-06,6.109467465014916e-07,6.287118251665843e-07,124.654298,24.654297999999997,7.6340597878959e-06,8.262771613062485e-06,124.654298,24.654297999999997,4.5358820000000144e-08,36.68515883462636,-0.5951021000000054,-0.5951021000000054,-1.85592037,2.275102100000005,0,VTH_hi,100V_10A_25C,1,8,4,15n,0,-2
5.971304563192274e-06,6.300321069481569e-07,6.018719858631882e-07,122.580472,22.580472,6.601336670140431e-06,7.203208656003619e-06,122.580472,22.580472,4.2816329999999984e-08,41.7546310610652,0.43799549999999954,0.43799549999999954,0.0697660072,1.2420045000000004,0,VTH_hi,100V_10A_25C,1,8,4,15n,1,0
7.4724933040735406e-06,6.126605546153842e-07,6.130811427845708e-07,123.533872,23.533872000000002,8.085153858688925e-06,8.698235001473497e-06,123.533872,23.533872000000002,4.217433000000005e-08,36.2326176679135,-1.6646201999999999,-1.6646201999999999,-1.9239753,3.3446201999999996,0,VTH_hi,100V_10A_25C,1,8,4,15n,1,-2
5.716083088258937e-06,6.268503227791576e-07,7.575524379437176e-07,122.951847,22.951847,6.3429334110380945e-06,7.100485848981812e-06,122.951847,22.951847,4.920129999999994e-08,42.20549971319128,1.743116200000003,1.743116200000003,0.100029663,-0.06311620000000295,1,VTH_hi,100V_10A_25C,1,8,4,25n,0,0
7.0165257690848094e-06,6.111345315180546e-07,1.6628643475466646e-06,124.654298,24.654297999999997,7.627660300602864e-06,9.290524648149529e-06,124.654298,24.654297999999997,4.530494000000015e-08,36.250148896335,-0.5950016000000034,-0.5950016000000034,-1.91537603,2.275001600000003,0,VTH_hi,100V_10A_25C,1,8,4,25n,0,-2
5.9733018072658865e-06,6.302770039811339e-07,7.221123200090682e-07,122.580472,22.580472,6.60357881124702e-06,7.325691131256089e-06,122.580472,22.580472,4.276808000000008e-08,41.33810277558402,0.4416597999999965,0.4416597999999965,0.0356081317,1.2383402000000034,0,VTH_hi,100V_10A_25C,1,8,4,25n,1,0
7.462132405483577e-06,6.136336107175804e-07,1.6246533553260996e-06,123.533872,23.533872000000002,8.075766016201157e-06,9.700419371527256e-06,123.533872,23.533872000000002,4.2213189999999983e-08,35.72850671300418,-1.6649951000000005,-1.6649951000000005,-1.96520738,3.3449951,0,VTH_hi,100V_10A_25C,1,8,4,25n,1,-2
9.44715818103241e-06,6.269836216212375e-07,3.350225519453581e-07,124.483229,24.48322899999999,1.0074141802653646e-05,1.0409164354599005e-05,124.483229,24.48322899999999,4.236705999999995e-08,42.30751471510544,3.270548599999998,3.270548599999998,0.225575031,-1.590548599999998,1,VTH_hi,100V_10A_25C,1,8,1,10n,0,0
7.031691964226462e-06,6.088228847956482e-07,2.8977841313797024e-07,126.045047,26.045046999999997,7.64051484902211e-06,7.93029326216008e-06,126.045047,26.045046999999997,4.846574000000007e-08,37.21235735585621,1.8926259999999928,1.8926259999999928,-1.75382186,-0.21262599999999288,1,VTH_hi,100V_10A_25C,1,8,1,10n,0,-2
5.928338485875025e-06,6.29398595232497e-07,5.642295252928919e-07,122.603534,22.603533999999996,6.5577370811075224e-06,7.1219666064004144e-06,122.603534,22.603533999999996,3.94219200000001e-08,41.154367571392825,0.5008729999999986,0.5008729999999986,0.107429233,1.1791270000000014,0,VTH_hi,100V_10A_25C,1,8,1,10n,1,0
7.380367724364182e-06,6.106109556815757e-07,5.21632016824924e-07,123.552148,23.552148000000003,7.990978680045757e-06,8.51261069687068e-06,123.552148,23.552148000000003,4.522500000000006e-08,35.89557539621862,-1.624127699999999,-1.624127699999999,-1.88156114,3.3041276999999987,0,VTH_hi,100V_10A_25C,1,8,1,10n,1,-2
9.330634638654714e-06,6.271627018530876e-07,1.8330049519930773e-07,124.483229,24.48322899999999,9.957797340507802e-06,1.0141097835707109e-05,124.483229,24.48322899999999,4.910513000000006e-08,43.527753770580546,3.237823700000007,3.237823700000007,0.176362194,-1.557823700000007,1,VTH_hi,100V_10A_25C,1,8,1,15n,0,0
7.104055854340732e-06,6.106417260344564e-07,5.153611811064521e-07,126.045047,26.045046999999997,7.714697580375189e-06,8.230058761481642e-06,126.045047,26.045046999999997,4.53049e-08,37.428376708412145,1.9285938999999956,1.9285938999999956,-1.84792359,-0.2485938999999957,1,VTH_hi,100V_10A_25C,1,8,1,15n,0,-2
5.998043764402238e-06,6.299503035145107e-07,5.612058228642409e-07,122.603534,22.603533999999996,6.6279940679167485e-06,7.18919989078099e-06,122.603534,22.603533999999996,4.280760000000008e-08,41.827721913732844,0.5257675000000006,0.5257675000000006,0.0731288919,1.1542324999999993,0,VTH_hi,100V_10A_25C,1,8,1,15n,1,0
7.438017408833263e-06,6.124176562303749e-07,5.164749461320488e-07,123.552148,23.552148000000003,8.050435065063637e-06,8.566910011195687e-06,123.552148,23.552148000000003,4.2222869999999946e-08,36.284918275897645,-1.6210509000000002,-1.6210509000000002,-1.92221393,3.3010509,0,VTH_hi,100V_10A_25C,1,8,1,15n,1,-2
